,brand,price,currency,oldPrice,discountIn%,shepper,rating,topSeller,description
0,ريل مي,2914.0,جنيه ,4400,33,noon-express,4.5,yes,ريل مي C11 (2021) Dual SIM Cool Blue 2GB RAM 32GB 4G LTE - Middle East Version …
1,سامسونج,2999.0,جنيه ,3199,6,noon-express,4.6,yes,سامسونج Galaxy A03 Core Dual SIM Onyx Black 2GB RAM 32GB LTE - Middle East Version …
2,شاومي,3020.0,جنيه ,3444,12,noon-express,4.6,yes,شاومي هاتف ريدمي 9A ثنائي الشريحة بذاكرة داخلية 32 جيجابايت وذاكرة رام 2 جيجابايت ويدعم تقنية 4G LTE، لون أزرق …
3,شاومي,3010.0,جنيه ,3444,12,noon-express,4.5,yes,شاومي هاتف ريدمي 9A ثنائي الشريحة بذاكرة رام سعة 2 جيجابايت وذاكرة داخلية سعة 32 جيجابايت ويدعم تقنية 4G LTE، لون رمادي جرانيت …
4,سامسونج,3090.0,جنيه ,0,0,noon-express,4.5,no,سامسونج Galaxy A03 Core Dual SIM Bronze 2GB RAM 32GB LTE - Middle East Version …
5,إنفينيكس,3555.0,جنيه ,0,0,noon-express,5.0,no,إنفينيكس هاتف سمارت 6 ثنائي الشريحة بذاكرة رام سعة 3 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE، لون أسود ميدنايت …
6,إنفينيكس,3698.0,جنيه ,0,0,noon-express,4.3,no,إنفينيكس Smart 6 Dual SIM 3GB RAM 64GB 4G LTE Heart Of Ocean/Ocean Wave …
7,إنفينيكس,3939.0,جنيه ,0,0,noon-express,4.9,no,إنفينيكس هاتف هوت 11 بلاي ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE بلون ذهبي صن سيت …
8,إنفينيكس,3939.0,جنيه ,0,0,noon-express,5.0,no,إنفينيكس هاتف هوت 11 بلاي ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE بلون أخضر هيز …
9,شاومي,6599.0,جنيه ,7210,8,noon-express,4.5,yes,شاومي Redmi Note 11 Pro 4G Dual Sim Star Blue 6GB RAM 64GB - Global Version …
10,نوكيا,419.0,جنيه ,0,0,noon-express,4.5,yes,نوكيا هاتف 106 ثنائي الشريحة بذاكرة داخلية سعة 4 ميجابايت ويدعم تقنية 2G، لون رمادي داكن …
11,أبل,15750.0,جنيه ,15933,0,noon-express,4.6,yes,أبل آيفون 11 بلون أسود يدعم تقنية 4G LTE  وذاكرة 128 جيجابايت ( 2020 - علبة هاتف رفيعة) - المواصفات العالمية …
12,نوكيا,415.0,جنيه ,485,14,noon-express,4.6,yes,نوكيا موبايل 105 بشريحتين لون أسود بذاكرة داخلية سعة 4 ميجابايت يدعم تقنية 2G …
13,سامسونج,6499.0,جنيه ,6800,0,noon-express,4.8,yes,سامسونج هاتف جالاكسي A23 ثنائي الشريحة بذاكرة رام 6 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية LTE - إصدار الشرق الأوسط، لون أسود …
14,أبل,21240.0,جنيه ,0,0,noon-express,4.7,yes,أبل هاتف آيفون 13 بذاكرة داخلية 128 جيجابايت ويدعم تقنية 5G مع تطبيق فيس تايم بلون ميدنايت- النسخة العالمية …
15,شاومي,6299.0,جنيه ,0,0,noon-express,4.6,no,شاومي هاتف ريدمي نوت 11 بذاكرة رام سعة 6 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية LTE، لون رمادي داكن …
16,أوبو,9798.0,جنيه ,0,0,noon-express,4.3,yes,أوبو Reno 7 Black Dual Sim 8GB RAM 256GB 4G LTE …
17,ريل مي,3899.0,جنيه ,0,0,noon-express,4.6,yes,ريل مي هاتف C21Y ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE وبلون أسود بنمط متقاطع - إصدار الشرق الأوسط …
18,أوبو,7990.0,جنيه ,0,0,noon-express,5.0,no,أوبو A96 Dual SIM Sunset Blue 8GB RAM 256GB 4G LTE - International Version …
19,أوبو,6500.0,جنيه ,0,0,noon-express,,no,أوبو A76 Dual SIM Glwing Black 6GB RAM 128GB 4G LTE - International Version …
20,إيتيل,334.0,جنيه ,0,0,noon-express,4.0,yes,إيتيل هاتف آيتل 2160 بشريحتين لون أسود سعة 4 ميجابايت يدعم خدمة 2G …
21,أبل,21199.0,جنيه ,0,0,noon-express,4.8,yes,أبل هاتف آيفون 13 بذاكرة داخلية سعة 128 جيجابايت يدعم تقنية 5G مع تطبيق فيس تايم بلون أزرق - النسخة العالمية …
22,سامسونج,7975.0,جنيه ,8999,11,noon-express,,yes,سامسونج Galaxy A33 Dual SIM 8GB RAM 128GB 5G Awesome Black …
23,أوبو,5999.0,جنيه ,6499,7,noon-express,4.5,no,أوبو هاتف A55 ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية 4G LTE، لون أسود لامع …
24,أبل,31499.0,جنيه ,0,0,noon-express,4.8,no,أبل هاتف آيفون 13 برو ماكس مع تطبيق فيس تايم بذاكرة داخلية 256 جيجابايت وتقنية 5G بلون أزرق سييرا - إصدار الولايات المتحدة الأمريكية …
25,أبل,15750.0,جنيه ,0,0,noon-express,4.6,no,أبل آيفون 11 مع فيس تايم بلون أسود وذاكرة 128 جيجابايت ويدعم تقنية 4G LTE - بالمواصفات العالمية …
26,أبل,30990.0,جنيه ,0,0,noon-express,4.7,no,أبل iPhone 13 Pro Max 256GB Graphite 5G With Facetime - International Specs …
27,سامسونج,13500.0,جنيه ,0,0,noon-express,5.0,no,سامسونج هاتف جالاكسي A73 ثنائي الشريحة بذاكرة رام 8 جيجابايت وذاكرة داخلية 256 جيجابايت ويدعم تقنية 5G بلون أبيض أوسوم - إصدار الشرق الأوسط …
28,سامسونج,26250.0,جنيه ,34999,24,noon-express,4.8,no,سامسونج هاتف جالاكسي S22 ألترا ثنائي الشريحة بذاكرة رام سعة 12 جيجابايت وذاكرة داخلية سعة 256 جيجابايت ويدعم تقنية 5G، لون أسود فانتوم - إصدار الشرق الأوسط …
29,نوكيا,4990.0,جنيه ,0,0,noon-express,4.9,no,نوكيا T20 10.4 Inch Ocean Blue 4GB RAM 64GB 4G LTE-Middle East Version …
30,أوبو,6080.0,جنيه ,0,0,noon-express,,no,أوبو A77 Dual SIM 4GB RAM 128GB 4G Sky Blue- Middle East Version …
31,أوبو,4899.0,جنيه ,0,0,noon-express,4.5,no,أوبو A16 Dual SIM Crystal Black 4GB RAM 64GB 4G -Middle East Version …
32,أوبو,7710.0,جنيه ,8999,14,noon-express,5.0,no,أوبو A96 Dual SIM 256GB 8GB Ram 4G LTE Blue …
33,سامسونج,22999.0,جنيه ,0,0,noon-express,4.7,no,سامسونج هاتف جالاكسي نوت 20 ألترا ثنائي الشريحة وذاكرة رام بسعة 12 جيجابايت وذاكرة داخلية بسعة 256 جيجابايت ويدعم تقنية 5G - لون برونزي داكن …
34,شاومي,11200.0,جنيه ,0,0,noon-express,4.5,no,شاومي هاتف 11T ثنائي الشريحة بذاكرة رام 8 جيجابايت وذاكرة داخلية 256 جيجابايت ويدعم تقنية 5G، بلون رمادي ميتيورايت - إصدار العالمي …
35,أبل,20840.0,جنيه ,27228,23,noon-express,4.8,yes,أبل هاتف آيفون 13 بذاكرة داخلية سعة 128 جيجابايت يدعم تقنية 5G مع تطبيق فيس تايم بلون وردي - النسخة العالمية …
36,شاومي,11225.0,جنيه ,0,0,noon-express,4.8,yes,شاومي Redmi Note 11 Pro Plus 5G Dual SIM Graphite Gray 8GB RAM 256GB - Global Version …
37,أبل,21499.0,جنيه ,0,0,noon-express,4.9,no,أبل آيفون 13 سعة 128 جيجابايت يدعم تقنية 5G مع فيس تايم بلون سماء الليل - نسخة المملكة العربية السعودية …
38,فيفو,5385.0,جنيه ,0,0,noon-express,,no,"فيفو Y33a Internal Memory 128 GB ,4 GB Ram ,6.58 inches -Midday Dream …"
39,سامسونج,20799.0,جنيه ,25000,16,noon-express,4.9,no,سامسونج هاتف جالاكسي نوت 20 ألترا ثنائي الشريحة بذاكرة رام سعة 8 جيجابايت وسعة تخزين داخلية 256 جيجابايت يدعم تقنية 4G LTE - إصدار عالمي - بلون أسود داكن …
40,أوبو,9820.0,جنيه ,0,0,noon-express,,yes,أوبو Reno 7 Orange Dual Sim 8GB RAM 256GB 4G LTE …
41,شاومي,7333.0,جنيه ,7535,0,noon-express,5.0,no,شاومي هاتف ريدمي نوت 11s ثنائي الشريحة بذاكرة رام سعة 6 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية 4G LTE، لون رمادي جرافيتي - إصدار عالمي …
42,سامسونج,6942.0,جنيه ,0,0,noon-express,4.7,no,سامسونج هاتف جالاكسي A32 ثنائي الشريحة بلون أسود أوسوم وذاكرة رام 6 جيجابايت وذاكرة داخلية 128 جيجابايت يدعم تقنية 4G LTE - إصدار الشرق الأوسط …
43,شاومي,4840.0,جنيه ,5249,7,noon-express,4.3,no,شاومي هاتف ريدمي 10C ثنائي الشريحة، لون رصاصي داكن، ذاكرة رام سعة 4 جيجابايت، ذاكرة داخلية سعة 128 جيجابايت، تقنية 4G LTE - إصدار عالمي …
44,سامسونج,6220.0,جنيه ,0,0,noon-express,,yes,سامسونج هاتف جالاكسي A23 ثنائي الشريحة بذاكرة رام 6 جيجابايت وذاكرة داخلية 128 جيجابايت ويدعم تقنية LTE بلون خوخي - إصدار الشرق الأوسط …
45,سامسونج,18700.0,جنيه ,19550,0,noon-express,4.3,no,سامسونج هاتف جالاكسي Z فليب 3 بشريحة واحدة وذاكرة رام سعة 8 جيجابايت وذاكرة داخلية سعة 256 جيجابايت ويدعم تقنية 5G، لون أسود فانتوم - إصدار عالمي …
46,شاومي,6666.0,جنيه ,8050,17,noon-express,4.2,no,شاومي هاتف ريدمي نوت 11 ثنائي الشريحة بذاكرة رام سعة 6 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية 4G LTE - إصدار عالمي، لون أزرق تويلايت …
47,أبل,17100.0,جنيه ,18379,6,noon-express,,no,أبل آيفون Xs  ماكس مع فيس تايم سعة 512 جيجابايت يدعم تقنية 4G LTE رمادي فلكي …
48,أوبو,5399.0,جنيه ,0,0,noon-express,4.7,no,أوبو A54 Dual SIM Starry Blue 4GB RAM 128GB 4G LTE …
49,شاومي,5599.0,جنيه ,0,0,noon-express,4.6,no,شاومي Redmi 10 2022 Dual SIM Carbon Gray 4GB RAM 128GB - Global Version …
50,ريل مي,2914.0,جنيه ,4400,33,noon-express,4.5,yes,ريل مي C11 (2021) Dual SIM Cool Blue 2GB RAM 32GB 4G LTE - Middle East Version …
51,سامسونج,2999.0,جنيه ,3199,6,noon-express,4.6,yes,سامسونج Galaxy A03 Core Dual SIM Onyx Black 2GB RAM 32GB LTE - Middle East Version …
52,شاومي,3020.0,جنيه ,3444,12,noon-express,4.6,yes,شاومي هاتف ريدمي 9A ثنائي الشريحة بذاكرة داخلية 32 جيجابايت وذاكرة رام 2 جيجابايت ويدعم تقنية 4G LTE، لون أزرق …
53,شاومي,3010.0,جنيه ,3444,12,noon-express,4.5,yes,شاومي هاتف ريدمي 9A ثنائي الشريحة بذاكرة رام سعة 2 جيجابايت وذاكرة داخلية سعة 32 جيجابايت ويدعم تقنية 4G LTE، لون رمادي جرانيت …
54,سامسونج,3090.0,جنيه ,0,0,noon-express,4.5,no,سامسونج Galaxy A03 Core Dual SIM Bronze 2GB RAM 32GB LTE - Middle East Version …
55,إنفينيكس,3555.0,جنيه ,0,0,noon-express,5.0,no,إنفينيكس هاتف سمارت 6 ثنائي الشريحة بذاكرة رام سعة 3 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE، لون أسود ميدنايت …
56,إنفينيكس,3698.0,جنيه ,0,0,noon-express,4.3,no,إنفينيكس Smart 6 Dual SIM 3GB RAM 64GB 4G LTE Heart Of Ocean/Ocean Wave …
57,إنفينيكس,3939.0,جنيه ,0,0,noon-express,4.9,no,إنفينيكس هاتف هوت 11 بلاي ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE بلون ذهبي صن سيت …
58,إنفينيكس,3939.0,جنيه ,0,0,noon-express,5.0,no,إنفينيكس هاتف هوت 11 بلاي ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE بلون أخضر هيز …
59,شاومي,6599.0,جنيه ,7210,8,noon-express,4.5,yes,شاومي Redmi Note 11 Pro 4G Dual Sim Star Blue 6GB RAM 64GB - Global Version …
60,نوكيا,419.0,جنيه ,0,0,noon-express,4.5,yes,نوكيا هاتف 106 ثنائي الشريحة بذاكرة داخلية سعة 4 ميجابايت ويدعم تقنية 2G، لون رمادي داكن …
61,أبل,15750.0,جنيه ,15933,0,noon-express,4.6,yes,أبل آيفون 11 بلون أسود يدعم تقنية 4G LTE  وذاكرة 128 جيجابايت ( 2020 - علبة هاتف رفيعة) - المواصفات العالمية …
62,نوكيا,415.0,جنيه ,485,14,noon-express,4.6,yes,نوكيا موبايل 105 بشريحتين لون أسود بذاكرة داخلية سعة 4 ميجابايت يدعم تقنية 2G …
63,سامسونج,6499.0,جنيه ,6800,0,noon-express,4.8,yes,سامسونج هاتف جالاكسي A23 ثنائي الشريحة بذاكرة رام 6 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية LTE - إصدار الشرق الأوسط، لون أسود …
64,أبل,21240.0,جنيه ,0,0,noon-express,4.7,yes,أبل هاتف آيفون 13 بذاكرة داخلية 128 جيجابايت ويدعم تقنية 5G مع تطبيق فيس تايم بلون ميدنايت- النسخة العالمية …
65,شاومي,6299.0,جنيه ,0,0,noon-express,4.6,no,شاومي هاتف ريدمي نوت 11 بذاكرة رام سعة 6 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية LTE، لون رمادي داكن …
66,أوبو,9798.0,جنيه ,0,0,noon-express,4.3,yes,أوبو Reno 7 Black Dual Sim 8GB RAM 256GB 4G LTE …
67,ريل مي,3899.0,جنيه ,0,0,noon-express,4.6,yes,ريل مي هاتف C21Y ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE وبلون أسود بنمط متقاطع - إصدار الشرق الأوسط …
68,أوبو,7990.0,جنيه ,0,0,noon-express,5.0,no,أوبو A96 Dual SIM Sunset Blue 8GB RAM 256GB 4G LTE - International Version …
69,أوبو,6500.0,جنيه ,0,0,noon-express,,no,أوبو A76 Dual SIM Glwing Black 6GB RAM 128GB 4G LTE - International Version …
70,إيتيل,334.0,جنيه ,0,0,noon-express,4.0,yes,إيتيل هاتف آيتل 2160 بشريحتين لون أسود سعة 4 ميجابايت يدعم خدمة 2G …
71,أبل,21199.0,جنيه ,0,0,noon-express,4.8,yes,أبل هاتف آيفون 13 بذاكرة داخلية سعة 128 جيجابايت يدعم تقنية 5G مع تطبيق فيس تايم بلون أزرق - النسخة العالمية …
72,سامسونج,7975.0,جنيه ,8999,11,noon-express,,yes,سامسونج Galaxy A33 Dual SIM 8GB RAM 128GB 5G Awesome Black …
73,أوبو,5999.0,جنيه ,6499,7,noon-express,4.5,no,أوبو هاتف A55 ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية 4G LTE، لون أسود لامع …
74,أبل,31499.0,جنيه ,0,0,noon-express,4.8,no,أبل هاتف آيفون 13 برو ماكس مع تطبيق فيس تايم بذاكرة داخلية 256 جيجابايت وتقنية 5G بلون أزرق سييرا - إصدار الولايات المتحدة الأمريكية …
75,أبل,15750.0,جنيه ,0,0,noon-express,4.6,no,أبل آيفون 11 مع فيس تايم بلون أسود وذاكرة 128 جيجابايت ويدعم تقنية 4G LTE - بالمواصفات العالمية …
76,أبل,30990.0,جنيه ,0,0,noon-express,4.7,no,أبل iPhone 13 Pro Max 256GB Graphite 5G With Facetime - International Specs …
77,سامسونج,13500.0,جنيه ,0,0,noon-express,5.0,no,سامسونج هاتف جالاكسي A73 ثنائي الشريحة بذاكرة رام 8 جيجابايت وذاكرة داخلية 256 جيجابايت ويدعم تقنية 5G بلون أبيض أوسوم - إصدار الشرق الأوسط …
78,سامسونج,26250.0,جنيه ,34999,24,noon-express,4.8,no,سامسونج هاتف جالاكسي S22 ألترا ثنائي الشريحة بذاكرة رام سعة 12 جيجابايت وذاكرة داخلية سعة 256 جيجابايت ويدعم تقنية 5G، لون أسود فانتوم - إصدار الشرق الأوسط …
79,نوكيا,4990.0,جنيه ,0,0,noon-express,4.9,no,نوكيا T20 10.4 Inch Ocean Blue 4GB RAM 64GB 4G LTE-Middle East Version …
80,أوبو,6080.0,جنيه ,0,0,noon-express,,no,أوبو A77 Dual SIM 4GB RAM 128GB 4G Sky Blue- Middle East Version …
81,أوبو,4899.0,جنيه ,0,0,noon-express,4.5,no,أوبو A16 Dual SIM Crystal Black 4GB RAM 64GB 4G -Middle East Version …
82,أوبو,7710.0,جنيه ,8999,14,noon-express,5.0,no,أوبو A96 Dual SIM 256GB 8GB Ram 4G LTE Blue …
83,سامسونج,22999.0,جنيه ,0,0,noon-express,4.7,no,سامسونج هاتف جالاكسي نوت 20 ألترا ثنائي الشريحة وذاكرة رام بسعة 12 جيجابايت وذاكرة داخلية بسعة 256 جيجابايت ويدعم تقنية 5G - لون برونزي داكن …
84,شاومي,11200.0,جنيه ,0,0,noon-express,4.5,no,شاومي هاتف 11T ثنائي الشريحة بذاكرة رام 8 جيجابايت وذاكرة داخلية 256 جيجابايت ويدعم تقنية 5G، بلون رمادي ميتيورايت - إصدار العالمي …
85,أبل,20840.0,جنيه ,27228,23,noon-express,4.8,yes,أبل هاتف آيفون 13 بذاكرة داخلية سعة 128 جيجابايت يدعم تقنية 5G مع تطبيق فيس تايم بلون وردي - النسخة العالمية …
86,شاومي,11225.0,جنيه ,0,0,noon-express,4.8,yes,شاومي Redmi Note 11 Pro Plus 5G Dual SIM Graphite Gray 8GB RAM 256GB - Global Version …
87,أبل,21499.0,جنيه ,0,0,noon-express,4.9,no,أبل آيفون 13 سعة 128 جيجابايت يدعم تقنية 5G مع فيس تايم بلون سماء الليل - نسخة المملكة العربية السعودية …
88,فيفو,5385.0,جنيه ,0,0,noon-express,,no,"فيفو Y33a Internal Memory 128 GB ,4 GB Ram ,6.58 inches -Midday Dream …"
89,سامسونج,20799.0,جنيه ,25000,16,noon-express,4.9,no,سامسونج هاتف جالاكسي نوت 20 ألترا ثنائي الشريحة بذاكرة رام سعة 8 جيجابايت وسعة تخزين داخلية 256 جيجابايت يدعم تقنية 4G LTE - إصدار عالمي - بلون أسود داكن …
90,أوبو,9820.0,جنيه ,0,0,noon-express,,yes,أوبو Reno 7 Orange Dual Sim 8GB RAM 256GB 4G LTE …
91,شاومي,7333.0,جنيه ,7535,0,noon-express,5.0,no,شاومي هاتف ريدمي نوت 11s ثنائي الشريحة بذاكرة رام سعة 6 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية 4G LTE، لون رمادي جرافيتي - إصدار عالمي …
92,سامسونج,6942.0,جنيه ,0,0,noon-express,4.7,no,سامسونج هاتف جالاكسي A32 ثنائي الشريحة بلون أسود أوسوم وذاكرة رام 6 جيجابايت وذاكرة داخلية 128 جيجابايت يدعم تقنية 4G LTE - إصدار الشرق الأوسط …
93,شاومي,4840.0,جنيه ,5249,7,noon-express,4.3,no,شاومي هاتف ريدمي 10C ثنائي الشريحة، لون رصاصي داكن، ذاكرة رام سعة 4 جيجابايت، ذاكرة داخلية سعة 128 جيجابايت، تقنية 4G LTE - إصدار عالمي …
94,سامسونج,6220.0,جنيه ,0,0,noon-express,,yes,سامسونج هاتف جالاكسي A23 ثنائي الشريحة بذاكرة رام 6 جيجابايت وذاكرة داخلية 128 جيجابايت ويدعم تقنية LTE بلون خوخي - إصدار الشرق الأوسط …
95,سامسونج,18700.0,جنيه ,19550,0,noon-express,4.3,no,سامسونج هاتف جالاكسي Z فليب 3 بشريحة واحدة وذاكرة رام سعة 8 جيجابايت وذاكرة داخلية سعة 256 جيجابايت ويدعم تقنية 5G، لون أسود فانتوم - إصدار عالمي …
96,شاومي,6666.0,جنيه ,8050,17,noon-express,4.2,no,شاومي هاتف ريدمي نوت 11 ثنائي الشريحة بذاكرة رام سعة 6 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية 4G LTE - إصدار عالمي، لون أزرق تويلايت …
97,أبل,17100.0,جنيه ,18379,6,noon-express,,no,أبل آيفون Xs  ماكس مع فيس تايم سعة 512 جيجابايت يدعم تقنية 4G LTE رمادي فلكي …
98,أوبو,5399.0,جنيه ,0,0,noon-express,4.7,no,أوبو A54 Dual SIM Starry Blue 4GB RAM 128GB 4G LTE …
99,شاومي,5599.0,جنيه ,0,0,noon-express,4.6,no,شاومي Redmi 10 2022 Dual SIM Carbon Gray 4GB RAM 128GB - Global Version …
100,ريل مي,2914.0,جنيه ,4400,33,noon-express,4.5,yes,ريل مي C11 (2021) Dual SIM Cool Blue 2GB RAM 32GB 4G LTE - Middle East Version …
101,سامسونج,2999.0,جنيه ,3199,6,noon-express,4.6,yes,سامسونج Galaxy A03 Core Dual SIM Onyx Black 2GB RAM 32GB LTE - Middle East Version …
102,شاومي,3020.0,جنيه ,3444,12,noon-express,4.6,yes,شاومي هاتف ريدمي 9A ثنائي الشريحة بذاكرة داخلية 32 جيجابايت وذاكرة رام 2 جيجابايت ويدعم تقنية 4G LTE، لون أزرق …
103,شاومي,3010.0,جنيه ,3444,12,noon-express,4.5,yes,شاومي هاتف ريدمي 9A ثنائي الشريحة بذاكرة رام سعة 2 جيجابايت وذاكرة داخلية سعة 32 جيجابايت ويدعم تقنية 4G LTE، لون رمادي جرانيت …
104,سامسونج,3090.0,جنيه ,0,0,noon-express,4.5,no,سامسونج Galaxy A03 Core Dual SIM Bronze 2GB RAM 32GB LTE - Middle East Version …
105,إنفينيكس,3555.0,جنيه ,0,0,noon-express,5.0,no,إنفينيكس هاتف سمارت 6 ثنائي الشريحة بذاكرة رام سعة 3 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE، لون أسود ميدنايت …
106,إنفينيكس,3698.0,جنيه ,0,0,noon-express,4.3,no,إنفينيكس Smart 6 Dual SIM 3GB RAM 64GB 4G LTE Heart Of Ocean/Ocean Wave …
107,إنفينيكس,3939.0,جنيه ,0,0,noon-express,4.9,no,إنفينيكس هاتف هوت 11 بلاي ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE بلون ذهبي صن سيت …
108,إنفينيكس,3939.0,جنيه ,0,0,noon-express,5.0,no,إنفينيكس هاتف هوت 11 بلاي ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE بلون أخضر هيز …
109,شاومي,6599.0,جنيه ,7210,8,noon-express,4.5,yes,شاومي Redmi Note 11 Pro 4G Dual Sim Star Blue 6GB RAM 64GB - Global Version …
110,نوكيا,419.0,جنيه ,0,0,noon-express,4.5,yes,نوكيا هاتف 106 ثنائي الشريحة بذاكرة داخلية سعة 4 ميجابايت ويدعم تقنية 2G، لون رمادي داكن …
111,أبل,15750.0,جنيه ,15933,0,noon-express,4.6,yes,أبل آيفون 11 بلون أسود يدعم تقنية 4G LTE  وذاكرة 128 جيجابايت ( 2020 - علبة هاتف رفيعة) - المواصفات العالمية …
112,نوكيا,415.0,جنيه ,485,14,noon-express,4.6,yes,نوكيا موبايل 105 بشريحتين لون أسود بذاكرة داخلية سعة 4 ميجابايت يدعم تقنية 2G …
113,سامسونج,6499.0,جنيه ,6800,0,noon-express,4.8,yes,سامسونج هاتف جالاكسي A23 ثنائي الشريحة بذاكرة رام 6 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية LTE - إصدار الشرق الأوسط، لون أسود …
114,أبل,21240.0,جنيه ,0,0,noon-express,4.7,yes,أبل هاتف آيفون 13 بذاكرة داخلية 128 جيجابايت ويدعم تقنية 5G مع تطبيق فيس تايم بلون ميدنايت- النسخة العالمية …
115,شاومي,6299.0,جنيه ,0,0,noon-express,4.6,no,شاومي هاتف ريدمي نوت 11 بذاكرة رام سعة 6 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية LTE، لون رمادي داكن …
116,أوبو,9798.0,جنيه ,0,0,noon-express,4.3,yes,أوبو Reno 7 Black Dual Sim 8GB RAM 256GB 4G LTE …
117,ريل مي,3899.0,جنيه ,0,0,noon-express,4.6,yes,ريل مي هاتف C21Y ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 64 جيجابايت ويدعم تقنية 4G LTE وبلون أسود بنمط متقاطع - إصدار الشرق الأوسط …
118,أوبو,7990.0,جنيه ,0,0,noon-express,5.0,no,أوبو A96 Dual SIM Sunset Blue 8GB RAM 256GB 4G LTE - International Version …
119,أوبو,6500.0,جنيه ,0,0,noon-express,,no,أوبو A76 Dual SIM Glwing Black 6GB RAM 128GB 4G LTE - International Version …
120,إيتيل,334.0,جنيه ,0,0,noon-express,4.0,yes,إيتيل هاتف آيتل 2160 بشريحتين لون أسود سعة 4 ميجابايت يدعم خدمة 2G …
121,أبل,21199.0,جنيه ,0,0,noon-express,4.8,yes,أبل هاتف آيفون 13 بذاكرة داخلية سعة 128 جيجابايت يدعم تقنية 5G مع تطبيق فيس تايم بلون أزرق - النسخة العالمية …
122,سامسونج,7975.0,جنيه ,8999,11,noon-express,,yes,سامسونج Galaxy A33 Dual SIM 8GB RAM 128GB 5G Awesome Black …
123,أوبو,5999.0,جنيه ,6499,7,noon-express,4.5,no,أوبو هاتف A55 ثنائي الشريحة بذاكرة رام سعة 4 جيجابايت وذاكرة داخلية سعة 128 جيجابايت ويدعم تقنية 4G LTE، لون أسود لامع …
124,أبل,31499.0,جنيه ,0,0,noon-express,4.8,no,أبل هاتف آيفون 13 برو ماكس مع تطبيق فيس تايم بذاكرة داخلية 256 جيجابايت وتقنية 5G بلون أزرق سييرا - إصدار الولايات المتحدة الأمريكية …
125,أبل,15750.0,جنيه ,0,0,noon-express,4.6,no,أبل آيفون 11 مع فيس تايم بلون أسود وذاكرة 128 جيجابايت ويدعم تقنية 4G LTE - بالمواصفات العالمية …
126,أبل,30990.0,جنيه ,0,0,noon-express,4.7,no,أبل iPhone 13 Pro Max 256GB Graphite 5G With Facetime - International Specs …
127,سامسونج,13500.0,جنيه ,0,0,noon-express,5.0,no,سامسونج هاتف جالاكسي A73 ثنائي الشريحة بذاكرة رام 8 جيجابايت وذاكرة داخلية 256 جيجابايت ويدعم تقنية 5G بلون أبيض أوسوم - إصدار الشرق الأوسط …
128,سامسونج,26250.0,جنيه ,34999,24,noon-express,4.8,no,سامسونج هاتف جالاكسي S22 ألترا ثنائي الشريحة بذاكرة رام سعة 12 جيجابايت وذاكرة داخلية سعة 256 جيجابايت ويدعم تقنية 5G، لون أسود فانتوم - إصدار الشرق الأوسط …
129,نوكيا,4990.0,جنيه ,0,0,noon-express,4.9,no,نوكيا T20 10.4 Inch Ocean Blue 4GB RAM 64GB 4G LTE-Middle East Version …
130,أوبو,6080.0,جنيه ,0,0,noon-express,,no,أوبو A77 Dual SIM 4GB RAM 128GB 4G Sky Blue- Middle East Version …
